설비 ID,설비명,발생일시,해제일시,경과(초),설비상태,설비알람레벨,알람코드,알람 명
W1ALAMM53,LAM #22-02,2025-12-02 21:10,2025-12-02 21:10,6,Trouble,H,1468,"[셀추적] BCR 리딩 불량 수량 초과 발생 에러  :: , Cell. BCR< [F1468]"
W1ALNS537,#22-2 LOADER,2025-12-02 21:39,2025-12-02 21:44,253,Trouble,,2299,
W1ALNS537,#22-2 LOADER,2025-12-02 21:46,2025-12-02 21:48,115,Trouble,H,980,M30980 : Wind-B4 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-02 23:06,2025-12-02 23:07,92,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALAMM53,LAM #22-02,2025-12-03 0:01,2025-12-03 0:01,18,User Stop,H,758,[F0758] 상부 세파 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 0:02,2025-12-03 0:02,15,User Stop,H,758,[F0758] 상부 세파 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 0:12,2025-12-03 0:13,24,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 0:19,2025-12-03 0:28,564,Trouble,H,786,M30786 :
W1ALNS537,#22-2 LOADER,2025-12-03 0:26,2025-12-03 0:28,109,Trouble,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-03 0:32,2025-12-03 0:34,100,Trouble,H,777,M30777 : Wind-B2 Bobbin Chuck#2-2 FWD Error
W1ALAMM53,LAM #22-02,2025-12-03 0:44,2025-12-03 0:45,24,Wait,L,3095,[F3095] 이물 유량 BLOWER#3 유량 하한 경고
W1ALNS537,#22-2 LOADER,2025-12-03 1:13,2025-12-03 1:20,386,Trouble,,2296,
W1ALAMM53,LAM #22-02,2025-12-03 2:45,2025-12-03 2:45,18,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-03 2:52,2025-12-03 2:53,48,User Stop,H,666,[F0666] 파이널 비전 준비 OFF 알람
W1ALAMM53,LAM #22-02,2025-12-03 3:11,2025-12-03 3:11,22,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 3:12,2025-12-03 3:14,132,Trouble,H,980,M30980 : Wind-B4 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-03 3:52,2025-12-03 3:59,445,Run,,2064,
W1ALNS537,#22-2 LOADER,2025-12-03 4:27,2025-12-03 4:33,412,Trouble,H,686,M30686 :
W1ALNS537,#22-2 LOADER,2025-12-03 4:27,2025-12-03 4:33,379,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALNS537,#22-2 LOADER,2025-12-03 4:31,2025-12-03 4:33,164,Trouble,H,940,M30940 : Wind-B4 AS Cut-Y Waiting Position Error
W1ALNS537,#22-2 LOADER,2025-12-03 4:32,2025-12-03 4:33,115,User Stop,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALAMM53,LAM #22-02,2025-12-03 4:52,2025-12-03 4:53,25,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 5:06,2025-12-03 5:29,1367,Trouble,,2296,
W1ALAMM53,LAM #22-02,2025-12-03 5:14,2025-12-03 5:15,26,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-03 5:17,2025-12-03 5:17,3,Trouble,H,754,[F0754] 장변실링 미응답 연속불량 알람
W1ALAMM53,LAM #22-02,2025-12-03 5:44,2025-12-03 5:44,4,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-03 6:09,2025-12-03 6:11,145,Trouble,H,825,[F0825] 중앙 전극 LPC SS SV210 SV ON 에러
W1ALAMM53,LAM #22-02,2025-12-03 6:09,2025-12-03 6:11,143,Trouble,H,1612,[F1612] NG 석션 벨트 AMP ALARM
W1ALAMM53,LAM #22-02,2025-12-03 6:10,2025-12-03 6:11,95,Trouble,H,761,[F0761] 상부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:10,2025-12-03 6:11,93,Trouble,H,1536,[F1536] 중앙 전극 컷 피딩 롤러 SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:10,2025-12-03 6:11,89,Trouble,H,1731,[F1731] 양품배출 매거진#1 준비 이상
W1ALAMM53,LAM #22-02,2025-12-03 6:11,2025-12-03 6:12,36,Trouble,H,983,[F0983] 양품 자재불량 적재-1 [OP] 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:13,2025-12-03 6:18,297,Trouble,H,758,[F0758] 상부 세파 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:13,2025-12-03 6:18,294,Trouble,H,683,[F0683] 세파 닙 롤 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:14,2025-12-03 6:18,232,Trouble,H,760,[F0760] 하부 세파 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:18,2025-12-03 6:18,20,User Stop,H,758,[F0758] 상부 세파 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:23,2025-12-03 6:24,35,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-03 6:24,2025-12-03 6:24,2,Trouble,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-03 6:24,2025-12-03 6:24,5,Trouble,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-03 6:25,2025-12-03 6:25,4,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:25,2025-12-03 6:25,2,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:25,2025-12-03 6:25,4,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:26,2025-12-03 6:26,2,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:26,2025-12-03 6:26,4,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:26,2025-12-03 6:26,2,Trouble,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-03 6:27,2025-12-03 6:28,19,User Stop,H,695,[F0695] 파이널 컨베이어 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:28,2025-12-03 6:28,5,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:29,2025-12-03 6:29,42,User Stop,H,695,[F0695] 파이널 컨베이어 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:30,2025-12-03 6:30,4,Trouble,H,1671,[F1671] 최종-NOT INPUT ERROR
W1ALAMM53,LAM #22-02,2025-12-03 6:34,2025-12-03 6:34,10,Trouble,H,415,[F0415]세파 존 도어 오픈 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:41,2025-12-03 6:41,19,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 7:08,2025-12-03 7:09,27,Trouble,H,1124,M31124 : Wind-B1 Cut-Y Danger Position Warning
W1ALNS537,#22-2 LOADER,2025-12-03 7:09,2025-12-03 7:22,769,User Stop,H,1124,M31124 : Wind-B1 Cut-Y Danger Position Warning
W1ALAMM53,LAM #22-02,2025-12-03 7:44,2025-12-03 7:44,15,Trouble,H,984,[F0984] 양품 자재불량 적재-2 [OP] 알람
W1ALNS537,#22-2 LOADER,2025-12-03 8:09,2025-12-03 8:12,139,Run,,2062,
W1ALNS537,#22-2 LOADER,2025-12-03 8:12,2025-12-03 8:14,107,Trouble,H,280,M30280 : Wind-A1 Bobbin Pin FWD Error
W1ALAMM53,LAM #22-02,2025-12-03 8:24,2025-12-03 8:24,28,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 8:26,2025-12-03 8:26,31,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 8:34,2025-12-03 8:35,13,User Stop,H,760,[F0760] 하부 세파 언와인더 댄서 리미트 알람
W1ALNS537,#22-2 LOADER,2025-12-03 8:59,2025-12-03 9:06,402,Trouble,,2299,
W1ALNS537,#22-2 LOADER,2025-12-03 9:07,2025-12-03 9:20,808,Run,,2064,
W1ALAMM53,LAM #22-02,2025-12-03 9:09,2025-12-03 9:15,377,User Stop,L,3095,[F3095] 이물 유량 BLOWER#3 유량 하한 경고
W1ALNS537,#22-2 LOADER,2025-12-03 9:18,2025-12-03 9:20,120,User Stop,H,980,M30980 : Wind-B4 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-03 9:20,2025-12-03 9:21,4,Trouble,H,173,M30173 : Hoist Waiting Time over Err
W1ALAMM53,LAM #22-02,2025-12-03 9:27,2025-12-03 9:39,701,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-03 9:34,2025-12-03 9:39,309,User Stop,H,876,[F0876] 세파-S Y축-2 SV218 RLS 에러
W1ALAMM53,LAM #22-02,2025-12-03 9:40,2025-12-03 9:41,26,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 10:10,2025-12-03 10:46,2152,Trouble,H,786,M30786 :
W1ALNS537,#22-2 LOADER,2025-12-03 10:15,2025-12-03 10:46,1825,Trouble,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALAMM53,LAM #22-02,2025-12-03 10:16,2025-12-03 10:17,29,User Stop,H,1531,[F1531] 중앙 전극 컷 UP/DN SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-03 10:24,2025-12-03 10:26,77,User Stop,H,1054,[F1054] 매거진-1 배출 센서 알람
W1ALNS537,#22-2 LOADER,2025-12-03 10:46,2025-12-03 10:47,50,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-03 10:47,2025-12-03 10:47,6,Run,,2062,
W1ALNS537,#22-2 LOADER,2025-12-03 10:50,2025-12-03 10:54,231,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALNS537,#22-2 LOADER,2025-12-03 11:02,2025-12-03 11:04,98,Run,,2287,
W1ALNS537,#22-2 LOADER,2025-12-03 11:20,2025-12-03 11:25,270,Run,,2281,
W1ALNS537,#22-2 LOADER,2025-12-03 11:25,2025-12-03 11:26,26,Trouble,H,386,M30386 :
W1ALNS537,#22-2 LOADER,2025-12-03 11:30,2025-12-03 12:15,2671,Run,H,1159,M31159 : Wind-A1 RFID Routine Time Out
W1ALNS537,#22-2 LOADER,2025-12-03 11:58,2025-12-03 12:15,1012,Trouble,,2296,
W1ALAMM53,LAM #22-02,2025-12-03 12:16,2025-12-03 12:16,18,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 12:16,2025-12-03 12:18,104,Trouble,H,880,M30880 : Wind-B3 Bobbin Pin FWD Error
W1ALAMM53,LAM #22-02,2025-12-03 12:18,2025-12-03 12:21,189,User Stop,H,1056,[F1056] 매거진-2 배출 센서 알람
W1ALAMM53,LAM #22-02,2025-12-03 12:20,2025-12-03 12:21,89,User Stop,H,692,[F0692] 석션 컨베이어 텐션 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-03 12:39,2025-12-03 12:39,36,Trouble,H,984,[F0984] 양품 자재불량 적재-2 [OP] 알람
W1ALAMM53,LAM #22-02,2025-12-03 13:01,2025-12-03 13:02,46,User Stop,H,1516,[F1516] 상부 전극 컷 UP/DN SV OFF 알람
W1ALNS537,#22-2 LOADER,2025-12-03 13:14,2025-12-03 13:15,30,Trouble,H,486,M30486 :
W1ALNS537,#22-2 LOADER,2025-12-03 13:19,2025-12-03 13:31,705,Run,,2064,
W1ALNS537,#22-2 LOADER,2025-12-03 13:32,2025-12-03 13:32,9,Trouble,H,400,M30400 : Wind-A3 Warm Up Time Out
W1ALAMM53,LAM #22-02,2025-12-03 13:42,2025-12-03 13:42,24,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 14:24,2025-12-03 15:07,2559,Trouble,H,686,M30686 :
W1ALAMM53,LAM #22-02,2025-12-03 14:27,2025-12-03 14:27,25,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-03 14:38,2025-12-03 14:39,65,User Stop,H,1516,[F1516] 상부 전극 컷 UP/DN SV OFF 알람
W1ALNS537,#22-2 LOADER,2025-12-03 14:44,2025-12-03 15:07,1356,Trouble,,2299,
W1ALNS537,#22-2 LOADER,2025-12-03 15:10,2025-12-03 15:16,347,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALNS537,#22-2 LOADER,2025-12-03 15:19,2025-12-03 15:20,38,User Stop,,2062,
W1ALAMM53,LAM #22-02,2025-12-03 15:34,2025-12-03 15:35,36,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-03 15:40,2025-12-03 15:41,47,Trouble,H,984,[F0984] 양품 자재불량 적재-2 [OP] 알람
W1ALNS537,#22-2 LOADER,2025-12-03 15:51,2025-12-03 15:54,179,Run,,2287,
W1ALNS537,#22-2 LOADER,2025-12-03 16:35,2025-12-03 17:11,2160,Run,,2281,
W1ALAMM53,LAM #22-02,2025-12-03 16:37,2025-12-03 16:38,19,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-03 16:39,2025-12-03 16:46,444,Wait,L,3172,[F3172] 중앙전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-03 16:45,2025-12-03 16:46,59,Trouble,H,927,[F0927] 중앙그립.OP 텐션 Air FLOW 알람
W1ALNS537,#22-2 LOADER,2025-12-03 16:46,2025-12-03 17:11,1537,Trouble,,2296,
W1ALAMM53,LAM #22-02,2025-12-03 16:55,2025-12-03 16:56,50,User Stop,H,1516,[F1516] 상부 전극 컷 UP/DN SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-03 16:57,2025-12-03 16:58,8,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-03 16:58,2025-12-03 16:59,5,Trouble,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-03 16:59,2025-12-03 16:59,26,User Stop,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-03 17:00,2025-12-03 17:06,396,User Stop,H,695,[F0695] 파이널 컨베이어 UP/DW 알람
W1ALNS537,#22-2 LOADER,2025-12-03 17:18,2025-12-03 17:21,186,Run,,2064,
W1ALAMM53,LAM #22-02,2025-12-03 17:22,2025-12-03 17:23,28,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 17:25,2025-12-03 17:26,51,Trouble,H,880,M30880 : Wind-B3 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-03 17:29,2025-12-03 17:35,394,Run,H,1159,M31159 : Wind-A1 RFID Routine Time Out
W1ALNS537,#22-2 LOADER,2025-12-03 17:54,2025-12-03 18:10,984,Run,,2064,
W1ALNS537,#22-2 LOADER,2025-12-03 18:11,2025-12-03 18:11,28,Trouble,H,486,M30486 :
W1ALAMM53,LAM #22-02,2025-12-03 19:11,2025-12-03 19:11,10,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 19:12,2025-12-03 19:12,10,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 19:12,2025-12-03 19:12,4,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 19:14,2025-12-03 19:15,64,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 19:19,2025-12-03 19:19,19,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALNS537,#22-2 LOADER,2025-12-03 19:38,2025-12-03 19:45,376,Run,,2062,
W1ALAMM53,LAM #22-02,2025-12-03 19:46,2025-12-03 19:46,23,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 20:09,2025-12-03 20:09,45,Trouble,,2299,
W1ALNS537,#22-2 LOADER,2025-12-03 20:28,2025-12-03 20:31,207,Trouble,H,286,M30286 :
W1ALNS537,#22-2 LOADER,2025-12-03 20:34,2025-12-03 20:50,976,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-03 20:44,2025-12-03 20:50,349,User Stop,H,280,M30280 : Wind-A1 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-03 20:48,2025-12-03 20:50,140,User Stop,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALAMM53,LAM #22-02,2025-12-03 21:10,2025-12-03 21:11,26,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 21:16,2025-12-03 21:21,259,Run,,2287,
W1ALNS537,#22-2 LOADER,2025-12-03 21:24,2025-12-03 22:23,3543,Run,,2064,
W1ALAMM53,LAM #22-02,2025-12-03 21:51,2025-12-03 21:56,305,User Stop,H,1541,[F1541] 중앙 전극 합치 석션 벨트 SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-03 21:58,2025-12-03 21:58,20,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 22:17,2025-12-03 22:23,387,Trouble,,2296,
W1ALNS537,#22-2 LOADER,2025-12-03 22:29,2025-12-03 22:31,91,Trouble,H,880,M30880 : Wind-B3 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-03 22:53,2025-12-03 22:59,337,Trouble,H,640,M30640 : Wind-B1 AS Cut-Y Waiting Position Error
W1ALNS537,#22-2 LOADER,2025-12-03 22:57,2025-12-03 22:59,117,Trouble,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-03 22:59,2025-12-03 22:59,10,Trouble,H,640,M30640 : Wind-B1 AS Cut-Y Waiting Position Error
설비 ID,설비명,발생일시,해제일시,경과(초),설비상태,설비알람레벨,알람코드,알람 명
W1ALNS537,#22-2 LOADER,2025-12-01 0:02,2025-12-01 0:49,2806,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 0:10,2025-12-01 0:49,2339,User Stop,H,1042,M31042 : Buffer Conveyor#1 Electrode Detect Error
W1ALNS537,#22-2 LOADER,2025-12-01 0:11,2025-12-01 0:49,2293,Run,,2063,
W1ALAMM53,LAM #22-02,2025-12-01 0:48,2025-12-01 0:51,185,Wait,L,3095,구준협 주민등록번호 900929-2231717 전화번호 010-7726-2211
W1ALNS537,#22-2 LOADER,2025-12-01 0:49,2025-12-01 0:59,594,User Stop,,2063,
W1ALNS537,#22-2 LOADER,2025-12-01 0:53,2025-12-01 0:59,371,Run,,2064,
W1ALAMM53,LAM #22-02,2025-12-01 0:59,2025-12-01 1:23,1449,Trouble,H,765,[F0765] 비전 한계수량 NG 알람
W1ALNS537,#22-2 LOADER,2025-12-01 0:59,2025-12-01 1:05,352,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 1:02,2025-12-01 1:05,170,Run,,2287,
W1ALNS537,#22-2 LOADER,2025-12-01 1:05,2025-12-01 1:10,263,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 1:18,2025-12-01 1:18,25,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 1:23,2025-12-01 1:23,30,Trouble,H,1169,[F1169] 배출부 전극표면온도(OP) 상한 알람
W1ALNS537,#22-2 LOADER,2025-12-01 1:24,2025-12-01 1:29,253,Run,H,1159,M31159 : Wind-A1 RFID Routine Time Out
W1ALAMM53,LAM #22-02,2025-12-01 1:35,2025-12-01 1:35,27,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-01 1:42,2025-12-01 1:57,933,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALAMM53,LAM #22-02,2025-12-01 1:53,2025-12-01 2:14,1214,User Stop,H,1055,[F1055] 매거진-2 투입 센서 알람
W1ALAMM53,LAM #22-02,2025-12-01 1:58,2025-12-01 2:14,923,User Stop,L,3169,[F3169]
W1ALNS537,#22-2 LOADER,2025-12-01 2:01,2025-12-01 2:35,2029,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 3:00,2025-12-01 3:04,230,Trouble,,2296,
W1ALNS537,#22-2 LOADER,2025-12-01 3:07,2025-12-01 3:09,95,Run,,2064,
W1ALAMM53,LAM #22-02,2025-12-01 3:26,2025-12-01 3:32,352,User Stop,H,1541,[F1541] 중앙 전극 합치 석션 벨트 SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-01 3:41,2025-12-01 3:42,30,Trouble,H,725,[F0725]
W1ALNS537,#22-2 LOADER,2025-12-01 3:48,2025-12-01 7:35,13621,Run,H,1132,M31132 : Wind-A3 Cutting Position Search Error
W1ALAMM53,LAM #22-02,2025-12-01 4:48,2025-12-01 4:48,28,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-01 4:49,2025-12-01 4:51,99,Trouble,H,727,[F0727]
W1ALAMM53,LAM #22-02,2025-12-01 5:01,2025-12-01 5:01,23,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-01 5:27,2025-12-01 7:35,7653,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALAMM53,LAM #22-02,2025-12-01 6:16,2025-12-01 7:44,5260,User Stop,H,1058,[F1058] 매거진-2 CST ID 알람
W1ALAMM53,LAM #22-02,2025-12-01 6:17,2025-12-01 7:44,5200,User Stop,L,3168,[F3168]
W1ALAMM53,LAM #22-02,2025-12-01 6:27,2025-12-01 7:44,4615,User Stop,H,762,[F0762] 상부 PET 리와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-01 7:02,2025-12-01 7:44,2496,User Stop,H,695,[F0695] 파이널 컨베이어 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-01 7:40,2025-12-01 7:44,200,User Stop,H,1531,[F1531] 중앙 전극 컷 UP/DN SV OFF 알람
W1ALNS537,#22-2 LOADER,2025-12-01 8:14,2025-12-01 8:16,170,Run,,2299,
W1ALNS537,#22-2 LOADER,2025-12-01 8:19,2025-12-01 8:24,291,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 8:27,2025-12-01 8:42,896,Run,H,1159,M31159 : Wind-A1 RFID Routine Time Out
W1ALNS537,#22-2 LOADER,2025-12-01 8:40,2025-12-01 8:42,107,User Stop,H,980,M30980 : Wind-B4 Bobbin Pin FWD Error
W1ALAMM53,LAM #22-02,2025-12-01 8:47,2025-12-01 8:47,25,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-01 8:49,2025-12-01 8:49,6,Trouble,H,706,[F0706]
W1ALNS537,#22-2 LOADER,2025-12-01 8:52,2025-12-01 8:55,208,Run,,2287,
W1ALAMM53,LAM #22-02,2025-12-01 8:52,2025-12-01 8:54,122,Wait,L,3095,[F3095] 이물 유량 BLOWER#3 유량 하한 경고
W1ALNS537,#22-2 LOADER,2025-12-01 9:02,2025-12-01 9:06,225,Run,H,1159,M31159 : Wind-A1 RFID Routine Time Out
W1ALNS537,#22-2 LOADER,2025-12-01 9:51,2025-12-01 10:01,625,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALAMM53,LAM #22-02,2025-12-01 10:16,2025-12-01 10:17,25,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-01 10:49,2025-12-01 11:00,636,Trouble,,2296,
W1ALNS537,#22-2 LOADER,2025-12-01 11:03,2025-12-01 12:03,3565,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALAMM53,LAM #22-02,2025-12-01 11:09,2025-12-01 11:09,22,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-01 11:34,2025-12-01 11:38,260,User Stop,H,666,[F0666] 파이널 비전 준비 OFF 알람
W1ALAMM53,LAM #22-02,2025-12-01 11:39,2025-12-01 11:39,2,Trouble,H,706,[F0706]
W1ALNS537,#22-2 LOADER,2025-12-01 12:03,2025-12-01 12:10,447,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 12:09,2025-12-01 12:10,78,User Stop,H,777,M30777 : Wind-B2 Bobbin Chuck#2-2 FWD Error
W1ALNS537,#22-2 LOADER,2025-12-01 12:13,2025-12-01 12:28,902,Trouble,H,486,M30486 :
W1ALNS537,#22-2 LOADER,2025-12-01 12:16,2025-12-01 12:28,713,Trouble,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 12:23,2025-12-01 12:28,326,User Stop,,2062,
W1ALNS537,#22-2 LOADER,2025-12-01 12:37,2025-12-01 13:07,1796,Run,,2064,
W1ALAMM53,LAM #22-02,2025-12-01 13:09,2025-12-01 13:09,25,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-01 13:28,2025-12-01 13:35,414,Trouble,H,983,M30983 : Wind-B4 EPC Control State Error
W1ALNS537,#22-2 LOADER,2025-12-01 13:35,2025-12-01 13:37,83,Trouble,H,87,M30087 : B-Line Middle Dancer Angle Limit-
W1ALAMM53,LAM #22-02,2025-12-01 13:42,2025-12-01 13:43,25,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-01 13:44,2025-12-01 13:44,31,Trouble,H,87,M30087 : B-Line Middle Dancer Angle Limit-
W1ALAMM53,LAM #22-02,2025-12-01 13:47,2025-12-01 13:51,225,User Stop,H,1056,[F1056] 매거진-2 배출 센서 알람
W1ALAMM53,LAM #22-02,2025-12-01 13:50,2025-12-01 13:51,36,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALNS537,#22-2 LOADER,2025-12-01 14:44,2025-12-01 14:51,469,Run,,2287,
W1ALNS537,#22-2 LOADER,2025-12-01 14:58,2025-12-01 15:13,909,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALNS537,#22-2 LOADER,2025-12-01 15:09,2025-12-01 15:13,269,User Stop,,2281,
W1ALNS537,#22-2 LOADER,2025-12-01 15:16,2025-12-01 15:17,45,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
